obs,ys
153,-3.0878569325061824
154,-3.840537124102955
155,26.88908024536244
156,-1.3503262476920195
157,-3.0259871130483176
158,-2.459612746812458
159,-2.1054906281652657
160,-0.46665204641098557
161,-1.9608348433015155
162,-2.6053777186783926
163,0.15635211513335845
164,-3.1313702622952575
165,-0.011531362918411059
166,-1.5148993582654282
167,-2.8676858533861416
168,-4.024627864163637
169,2.5899466895147305
170,-3.729278507906476
171,3.878582318779032
172,-6.076220404507449
173,-3.2432198063949107
174,-3.7609288237265774
175,-2.9129988009483885
176,-3.0346306196094517
177,-1.9777160291761025
178,-2.9083767770062687
179,-1.4303669413286866
180,-2.2250745409156227
181,-3.1382634738183044
182,-7.361156211374766
183,-5.18964932122841
184,-3.054825712263344
185,-2.5839761243062016
186,-3.098639029610713
187,-1.4411746569910688
188,-0.8287597242148159
189,-2.3811689391362925
190,-0.3403481166113118
191,-7.2843878123418175
192,-2.025516408816352
193,-2.2570016345452295
194,-384.870197133329
195,-3.5108872846806554
196,-5.098943165724731
197,-3.154899093794523
198,-4.877292307858729
199,-22.579741446371305
200,-5.477596825121999
201,-1.464423163281984
202,0.14108435542305076
203,-0.08363119521890283
204,2.3646221546490174
205,0.7460011046162065
206,-0.9539370887631091
207,-11.085751902298904
208,-1.9019732642974907
209,-2.8886029487963536
210,-1.821303292708822
211,-2.396923684493166
212,-1.2078432804116412
213,-12.881968471424692
214,3.5221085182676792
215,-2.8850177769687697
216,-1.0294450920982705
217,-2.5660817709320276
218,-11.528874276106826
219,-1.2853579170980864
220,1.1063910888188384
221,-2.798831849949243
222,-3.746868399531362
223,-6.77923437982518
224,-5.093148573772764
225,5.290756725642542
226,-1.512495783023489
227,-2.495833684125895
228,-3.250140714248479
229,-1.0984042195830024
230,-3.6186602061262416
231,7.672335044137098
232,-3.077391876387953
233,-2.4789304940795853
234,-4.8395791612790475
235,-1.1350920644460003
236,-4.21734317002253
237,-2.3782602350648014
238,-12.258977578783965
239,-2.2153679933368586
240,-2.1295280929535707
241,-33.62024129560635
242,-4.018718855908576
243,13.161493318564595
244,-10.775285932538994
245,-1.9453079547225198
246,-2.7551378070046355
247,-1.5002730432333253
248,-4.129645188067811
249,-3.5844517059582985
250,-2.1595447062011885
251,5.5755604782040855
252,-2.030983148063461
253,1.6854365493939754
254,-3.643452683760768
255,-3.674592212352978
256,-3.503967429907215
257,-4.503585340314892
258,-6.872452001919248
259,-2.661913997765536
260,-5.156550946427802
261,-3.985639448844725
262,-1.6908173110577531
263,-2.832088830248699
264,-2.253337144751887
265,-1.7367237099189088
266,-1.9592903476349237
267,-3.351000712884233
268,-3.533397068461075
269,-21.463614417802624
270,-1.730304843968827
271,-3.410585453643457
272,-12.366394738602894
273,-3.7495193291942526
274,-2.857213836675594
275,-4.397737185652967
276,-4.538825863520011
277,-4.257299351786463
278,-2.7993067645039393
279,-3.286005600334434
280,-0.3664815260716132
281,-2.601026514304047
282,-3.6447688596712218
283,-11.756691076478946
284,-2.425803561968876
285,-3.7755180514025426
286,-2.422614664219201
287,-4.118312972788681
288,-1.6513767753042168
289,-3.451089469206122
290,-3.8277376719143867
291,-2.3582930170497285
292,20.567031902209713
293,2.8849661420768578
294,-2.382251742177927
295,-2.986335189458494
296,-2.254340003728413
297,-2.3578034307132985
298,-1.858227440447172
299,-3.2228303495660255
300,-3.0757057758924136
301,-3.1366779387814625
302,-3.167657506399368
303,-2.466413653865751
304,-4.807598273532098
305,-2.461689956526912
306,-2.741899644666508
307,-3.983474295477937
308,-4.988126335518995
309,-3.1703184470770163
310,-2.1833911569066107
311,-0.8675534559641231
312,-3.6998578019814636
313,-3.77754408854155
314,-2.200793360454494
315,-6.644632234580162
316,-3.040432615703902
317,24.740956726920466
318,-0.03220642412388708
319,-1.395781759559923
320,-2.638504549235986
321,-3.6933623783206593
322,-4.315019198975723
323,-2.9564077475970714
324,-2.2153724965789343
325,-3.6794168422643447
326,-2.172914550894947
327,-2.130301757544159
328,-2.9129284693382087
329,9.579144491331968
330,-2.811094348307646
331,-0.17161779165521018
332,-2.8892647017218134
333,-1.257587248401758
334,-3.029924019891999
335,-1.7682495502412103
336,-3.6035060259381653
337,-2.2372612046868374
338,-2.9752874203242685
339,-4.695547945385086
340,0.041902000224213864
341,-1.9286820584314195
342,5.616300157095177
343,-2.22007190227383
344,2.3083632918375394
345,-1.5184291145956617
346,-3.023308408812085
347,-1.9228540039172806
348,2.2380678330831585
349,-2.179163760955679
350,2.7840796557726537
351,-2.5857749011727753
352,17.179248332454684
353,-2.0151764356626862
354,-3.0487399669052
355,-3.627606870192972
356,-1.0987943849389858
357,-3.2454251006897805
358,148.71473204638676
359,-10.00401685930033
360,0.8709575619840408
361,0.6364952759714564
362,-2.802968039447285
363,-3.01819427381237
364,-1.2320459017255707
365,-1.714551132957374
366,-3.539380112953796
367,-1.7239172798653697
368,-1.7731666507762016
369,-2.0248732894489025
370,-2.1041440854993128
371,3.8658545770091037
372,-4.205015764550744
373,-2.316753898372267
374,-2.967533513829358
375,-2.572039547328177
376,-1.4438837061088132
377,-2.9333336190216417
378,-2.3518744688241275
379,-2.725069084940815
380,-4.4685933927603605
381,-4.547978122283085
382,-2.55642401000661
383,-2.431851216022006
384,-3.2790137958950325
385,-3.0173159301166605
386,-2.293814370247799
387,-10.438521053084463
388,0.3177175412134772
389,-6.3886172297993635
390,-3.3267719817972883
391,-2.91160471885809
392,-2.4153640995495724
393,-3.2611534029383606
394,-6.283511282181853
395,-3.2140511728493117
396,2.898815695216824
397,-3.0792158205195377
398,-7.15721246827585
399,-2.748348377215919
400,0.3413784836965936
401,0.08456245526376671
402,-2.6443475657334887
403,-3.8191482552373435
404,-0.5033384255383613
405,0.9232862797641328
406,-2.8354087913309622
407,-15.254756748766672
408,0.9220136252278297
409,19.269159523804046
410,-1.5364835143154423
411,-0.3980200860928296
412,-2.986860919310259
413,-2.641476158264105
414,-1.9265934236620774
415,2.041983103401027
416,-3.931428446519549
417,-3.53475705364128
418,-2.86918564295052
419,-88.1474135520628
420,-1.6229973887555609
421,-1.870924776307994
422,-2.8215724420275725
423,-7.814923601911939
424,-1.6040226847381596
425,-1.5970924276949798
426,-2.099481817592959
427,-1.160017485111678
428,-2.449736759072924
429,-3.5274466476241404
430,-0.34028114614145855
431,-4.2210543101696345
432,-2.951144935513714
433,-3.0435284063225834
434,-2.8231098589098127
435,-2.171794415364445
436,-1.1186431185194647
437,-2.989872483718783
438,-1.006559903635951
439,11.177193905431743
440,-3.9052226215310117
441,1.2476360709461618
442,-4.979646030007119
443,-2.9278388185070447
444,0.014962629985176168
445,-1.90720780017193
446,-3.9902486184115693
447,-1.9320884657711286
448,-2.3898145954661243
449,1.9615492908379486
450,1.3265622264282508
451,-2.0734726305456124
452,-3.0991251843779946
453,-2.119843767542442
454,-2.9524133522371034
455,-2.7959235376288536
456,-0.10978853346326956
457,5.28696307382301
458,2.6452928063535297
459,-21.941498023907453
460,-2.089690685062797
461,-1.0601063012467413
462,-189.7948413464465
463,-4.265533877422229
464,-3.571850515653739
465,-2.4274962471599015
466,-6.559272762077757
467,-2.512959689280693
468,-1.6748844710164164
469,-4.577686357110029
470,-1.5826943499093287
471,-2.78897218741624
472,-2.9721107471280885
473,-3.6371255220252676
474,-3.0653020800304813
475,-2.969883866348903
476,-3.3182648190412913
477,-2.0408584497370477
478,-2.2558305266134364
479,-5.2321168262713655
480,9.821328086435416
481,-1.9140404480275914
482,-3.029756804678459
483,-2.53086565791757
484,-1.5447996144957732
485,-4.730984551071783
486,-0.6033049768067369
487,-2.49423475810037
488,-2.3578512774405636
489,-1.895698327422649
490,-6.874170464474304
491,-0.0926142225770823
492,-0.9953228042931821
493,-11.146030752433072
494,-3.841842307459908
495,-4.030768091739821
496,7.0375137668129675
497,-3.3041159657683767
498,11.229498405017619
499,-1.592962475911881
500,-3.375905505578892
501,-1.5646424887573867
502,-2.6519093847629804
503,-2.9229060531646067
504,0.7939764186079916
505,103.54284976839318
506,-1.0083091449777635
507,0.4770876253654852
508,-3.9745978516684866
509,-2.168725250322188
510,-89.61906819725397
511,-3.3506128771294197
512,-2.9518565067419327
513,13.40365375838205
514,-4.059414033846261
515,-2.6492063148737404
516,23.895475459193555
517,34.71883466939367
518,-2.7850471691210563
519,-0.0775919656181987
520,-2.7775183553997147
521,29.19198256047007
522,-3.7887451727277157
523,-2.208880208036468
524,-5.251812651479373
525,0.8638750478458253
526,-3.8792946003699003
527,-3.6460702215413434
528,-2.1858600779185036
529,-2.0602563429628877
530,-1.844020821176444
531,-3.395586029953281
532,-1.5646293125575474
533,-3.3269609942089104
534,-9.597852141278626
535,1.7685758998114323
536,-6.071576966703336
537,-3.7212634983845776
538,0.5357459255947341
539,-4.748610356627719
540,-1.7894093928261339
541,-2.1494861019778515
542,-9.013690018530589
543,-5.403137702358974
544,-4.932512933030012
545,-2.8435917099190022
546,-13.244996670426326
547,-3.1031590088587198
548,1.062653048321847
549,-1.8686788118992812
550,-2.3355277824744856
551,-0.6636821293528308
552,-3.6045744994075624
553,-3.4799786124326446
554,-4.535251320261198
555,-3.003869738294787
556,-1.8703697595809206
557,-12.300737219671278
558,-3.048782797849988
559,0.5691144213875172
560,-2.280181797639033
561,-0.9532042035648478
562,44.50264124313258
563,-2.294903584010401
564,-3.3575278652948093
565,-1.928765282070204
566,-2.673642772753564
567,-3.8936299110829005
568,-5.59626203148493
569,-0.4260572955839024
570,-1.625695490420917
571,-2.3953054919571874
572,1.5343010232133394
573,-3.634298359969196
574,-2.940360001130347
575,-2.67962792848221
576,-7.91942929684409
577,-1.2392199600379976
578,-4.9765485828199685
579,-3.7057602515291608
580,-3.4497237265701712
581,-2.0945750794390596
582,-3.5503740163289192
583,-3.882708607512127
584,-0.2151293034813868
585,-3.3817125418772105
586,-37.0432348838807
587,-3.76734276256264
588,-3.0804817809669207
589,-2.157719151965767
590,-0.44992981064036686
591,-6.256292744338987
592,-2.8216972817705277
593,-2.415429988920284
594,-3.6057971609103148
595,-3.47196824477963
596,-2.535863090523189
597,-2.7854047574846943
598,-2.0399550365848453
599,-4.333983258735172
600,-0.48196202630975815
601,-4.188314693230904
602,-2.35479964281767
603,-2.856440334715094
604,-3.5801641779316524
605,-3.2763164940779577
606,-5.297838546684772
607,-2.560314979139015
608,-1.9279736390716558
609,0.6511394335656786
610,-2.2744818093492913
611,-2.7736781422067676
612,-13.82349935924363
613,-23.27257924272048
614,-2.1481356697712948
615,-2.015074538612705
616,5.10746017993986
617,-2.8144759898046363
618,0.5885505555753494
619,0.23950254431798745
620,-6.187232816485436
621,-3.8612962671826265
622,-3.3729662822143403
623,-4.528764304385583
624,-2.6760623431465342
625,-1.876659954996264
626,9.348896992033628
627,-5.676945730546839
628,-3.1494961070807306
629,0.886429715336559
630,-1.9516171436660459
631,-0.4697895095185496
632,-1.075662821735891
633,-2.6251803486446885
634,-1.8554461897012517
635,-1.7920116575911456
636,-3.9392091489689607
637,-2.1239050441592298
638,-3.0312010198808035
639,-2.0541323289054554
640,0.03788715950170429
641,-2.5877901528188643
642,-3.5914618141473644
643,-2.3593754541486343
644,-3.7242059462241888
645,-1.6299951959366255
646,-4.996369765860103
647,-3.100148229640818
648,-2.346864717387028
649,-2.399632742856172
650,-4.311514576101235
651,-1.0523131668068053
652,-2.971566104379536
653,-2.984942282317959
654,-3.2175970343726106
655,-2.5751757699461244
656,-2.87437987220561
657,-1.3355835745210745
658,-2.7773102781244345
659,-3.7963631180312762
660,0.29344307019562876
661,-14.594377366828235
662,-3.011671061352799
663,-1.8485277159904259
664,-3.5728906454369174
665,-3.3955719887886384
666,0.6545585717429012
667,-2.5687968671448678
668,-2.6794778019353522
669,-4.300106869277023
670,-2.907053948821964
671,-2.798165708544269
672,-2.8936482987678676
673,-8.285957016402124
674,-1.0668230120016944
675,1.5472304634304712
676,-1.9199818013396839
677,-8.434966920658097
678,-0.5501668376552322
679,-7.040059695007631
680,-0.4297524229181833
681,-2.999244857694666
682,-0.3535812960742404
683,-6.786276421633588
684,-2.801714881704082
685,-2.3820212717495255
686,-5.397261547507004
687,2.385949591643375
688,-4.506836922386347
689,-3.865684065843614
690,-27.09126309131242
691,93.88088603049943
692,-2.9465210692258035
693,-3.0411261763171646
694,0.4007488172720137
695,-2.1742762193023175
696,-5.441304130845763
697,-3.4117664692257064
698,-2.790991928127755
699,-5.568262890274687
700,-4.443850886736016
701,-1.9321444712029496
702,-2.364734475370544
703,-1.4227555446081048
704,-1.0928906112012415
705,11.50415037039635
706,-3.2449681094378375
707,-6.482339218966786
708,-3.825404297177452
709,-1.970412257136247
710,-3.484194292897534
711,1.732147465203028
712,-2.33940764061262
713,-18.84039677162963
714,-2.636097345475229
715,9.13434799033295
716,-3.12764227224799
717,-2.2301159334065024
718,1.5724201555233797
719,-3.913419408797014
720,0.4975669064767292
721,-1.6019316174841167
722,-2.610587314275856
723,2.8827644107226447
724,-2.2698496919630955
725,-0.6207127768316232
726,-6.377210505523173
727,-8.420757648651147
728,-3.447217294199455
729,-2.250776620101571
730,-2.391852105709374
731,-21.424711399260637
732,-7.189082011797716
733,1.0166248445703636
734,-1.903841080585123
735,-2.261087931725264
736,-24.784459993497485
737,-5.057150342907965
738,-0.4563167734338007
739,-6.444480376715269
740,-1.437240330615277
741,-4.39551782353
742,-0.4834200163545468
743,-2.5590484203580046
744,-3.368770740517317
745,-1.2461871781528449
746,-3.5364100285754887
747,-3.225047846955049
748,-2.8605772024824034
749,-2.0254879490813256
750,-1.9485628291494277
751,-3.195608357536442
752,4.104466728777648
753,-2.7116133441681947
754,-0.4510883076401475
755,-2.5017020075124226
756,-2.3044673950198273
757,-2.278460355669596
758,-2.8531864756583376
759,-1.3446117550156458
760,-2.413903904559212
761,-1.4556105836436237
762,-2.7429872918047917
763,-14.530772328753155
764,-2.5718486685342716
765,-1.5827570324186657
766,1.3904526902922076
767,-3.2067952187351363
768,-5.956235809132982
769,-4.786830491944851
770,-2.358525895555381
771,-1.2835387257900048
772,-2.990145058462729
773,-2.4359606118852954
774,-2.5752164898868335
775,-4.013996471119722
776,-8.230919801108001
777,-2.034499349673201
778,-2.1096493498449065
779,-0.7601020555075995
780,3.2499421255600027
781,-2.604170202000374
782,-1.99728106679954
783,-2.2575102800075117
784,-4.305370691473654
785,-1.3975491099764543
786,-2.7595857533654
787,-4.226102578077069
788,-1.8900264569179823
789,-2.2475924605848476
790,-3.344844537500623
791,40.44393659333307
792,-4.569701278205223
793,-2.4891028245504985
794,-7.1748901761641495
795,-2.37954460637732
796,-1.8095894606121665
797,-4.0042894827625775
798,-0.09015647026086349
799,-11.602587048826273
800,-7.275569141629093
801,38.39453270213427
802,-2.80674009018285
803,-3.278272492185908
804,-1.492000204793864
805,-1.0781760858985512
806,-2.2332545330260674
807,-32.108649769574356
808,-3.643257041101916
809,-3.7142892731793586
810,-2.4692956805122503
811,-3.1311319772007846
812,-3.327858571129063
813,-2.4892173914885807
814,3.135629253472939
815,-8.130992804389878
816,-1.9137707250548788
817,-7.652630397345568
818,-4.002183135650833
819,-3.3367954532547177
820,-2.1290863827402053
821,-6.290878222419421
822,-3.4879611343700043
823,-0.20513277000604413
824,-0.9179210968296152
825,-2.3164596834505753
826,-2.479830756924126
827,2.4147255472030458
828,-2.21277232611336
829,-3.352102513973454
830,-3.5341679709385065
831,-2.760818868916901
832,-1.971817128258832
833,-2.071207629424224
834,-2.7748025600612922
835,-2.014252614743558
836,-2.085009017100271
837,0.638100398934291
838,-2.624434229246002
839,-4.005739294816078
840,-3.693124540920661
841,-8.519600763888524
842,0.2516600726014073
843,-1.1340591061008
844,-3.1734171539088045
845,-5.1921802898643605
846,-39.608548729115654
847,-4.20929855795267
848,1.4667026010260042
849,-2.3127778375014163
850,-3.1649938558184814
851,-3.2107638278225084
852,-1.1839239032854878
853,-1.6451040216010184
854,4.4421577081577475
855,-3.824578161517277
856,-2.2323653476342304
857,-13.972143997102576
858,-2.856713512320076
859,-3.353948731867707
860,-2.727956796574217
861,-7.188292992142138
862,3.7698557861751616
863,-2.954030275406826
864,-1.0850766137477386
865,-1.7616871174631208
866,-3.1328581124500436
867,-0.23315237884091822
868,-2.8114986977296765
869,-2.474634611889413
870,-5.827846682319075
871,-37.197022335351676
872,-4.6475584460431945
873,-3.332985553662719
874,-4.282165530151796
875,-4.064046099045799
876,-4.033628158487156
877,-6.989609175838982
878,16.266579373851307
879,-1.4281065468238636
880,-0.5259691882218083
881,-2.8446454786989923
882,-2.3875269955285963
883,-4.686901457473672
884,-2.673651244479077
885,-4.2638590936085805
886,-3.8103781018269895
887,-3.0666888829521883
888,-0.6187680597106198
889,-2.7434559054038856
890,-2.5692241538775282
891,-5.109637481890907
892,-4.059642072340412
893,-1.4189192364421985
894,-7.063436357834695
895,4.037884163677628
896,-5.708827208711943
897,-1.3892777773506155
898,-4.339458495981695
899,-2.9164895563300104
900,9.82095519759782
901,-4.683180323442467
902,5.1401845701546645
903,-2.4296964387277433
904,-3.698338224926781
905,-2.83796191545164
906,-3.542558810429736
907,-2.8527298921159154
908,-1.4754983376670325
909,-3.5879012921009084
910,-3.3904530226881366
911,-7.862922795250373
912,-1.201077950906226
913,-4.738130580777989
914,-3.4922730592715325
915,-6.744857544943571
916,-2.9266780820276486
917,-3.030914310906195
918,-1.2063771990790624
919,-1.3944320991210908
920,-2.1827349007606944
921,-3.699290650751366
922,-3.55163805422145
923,-1.253327520416421
924,2.7020360699865313
925,-6.111641680662702
926,-56.80712250446825
927,4.5391233192047356
928,0.01931838138714692
929,-3.1975189586931707
930,5.280192499980318
931,-0.22079820089671287
932,-2.429022181717423
933,-2.409906874657548
934,-0.39104123391429413
935,-16.497890179288444
936,-2.5449126491115406
937,-1.9932969062988761
938,-44.23659536410092
939,-1.762653395567761
940,12.62759882815441
941,-1.8409493881773655
942,-1.4792517413694393
943,-0.7511662216482311
944,-3.3641673208211027
945,-5.555943049591566
946,-2.6465056699741014
947,-6.424490997312573
948,-4.652220131269739
949,-4.705018888726249
950,-2.7326416085361025
951,-15.333937246474294
952,-3.7418062897182094
953,-2.5458874809657455
954,-4.150794194428476
955,-4.010261137453208
956,-2.4742731792110817
957,-0.7253541243996671
958,-5.412681883666514
959,-12.670757191670532
960,0.5333606603914345
961,-0.15336827928369123
962,-2.4580414450332917
963,15.051032835757555
964,-5.689222965027792
965,-1.8179006614261821
966,-2.979892855650269
967,-2.7348182396855205
968,0.5242107340665298
969,-5.0415901008524155
970,-4.628575539453783
971,-2.91819867337481
972,-3.5321008212347973
973,-2.8696856726466895
974,-4.693013419449914
975,-3.5223837140476784
976,-2.3479106562959204
977,-2.7977135316599915
978,-1.0339187664105949
979,-2.718399100784535
980,-3.28871902374331
981,-3.1608706511052223
982,-4.776345794231808
983,-4.426454638621243
984,-1.1167836440339736
985,-0.22566573152257963
986,-2.5071131459609752
987,47.99381605925062
988,-3.408949514894203
989,-1.753385669021653
990,-2.756992352250985
991,-2.6741067638994633
992,-5.5956375127332
993,-2.2802981403919924
994,-2.7696291958912584
995,-2.4296665559945487
996,-4.198337680937891
997,-3.9545303772118494
998,-0.8856746595064482
999,-2.8720273690786975
1000,-2.335043340214944
1001,1.1710622097380607
1002,-1.4843799797719932
1003,-2.306188576518851
1004,-3.1455506124809074
1005,-2.043471953958923
1006,-1.1600282267176552
1007,-1.9485213723532118
1008,-1.3840669943165136
1009,-3.2374122875561664
1010,-2.2864308576032837
1011,-0.9717557418259692
1012,0.13299253069119743
1013,-4.848636380521812
1014,-7.698571437027722
1015,-2.6576538275808974
1016,-5.312241620687553
1017,-5.117084172736109
1018,15.816035438641252
1019,-3.852416647480471
1020,-2.6924486296405266
1021,-2.547237927983902
1022,-6.603508855060055
1023,-5.955402820219567
1024,-4.693279628026097
1025,-2.7064572153440967
1026,0.563657109872318
1027,-0.012992431979220953
1028,-0.628411934654757
1029,-4.4865614613358344
1030,-3.322909969262508
1031,-2.798110755019944
1032,-0.21146176425202823
1033,-2.148734213754837
1034,-15.161407858494059
1035,-2.345577729004707
1036,-6.490175470534809
1037,-1.9962118511058837
1038,-0.7284373392026673
1039,-5.790498147552002
1040,-0.8546861186056498
1041,-3.289087103240096
1042,-1.4054524414503349
1043,8319.01975327306
1044,-2.1589126471279263
1045,-5.173892449392655
1046,-1.5636353359522286
1047,-2.1400662443762757
1048,-6.862177127597533
1049,16.461065937570623
1050,154.44517248400425
1051,0.950825335311738
1052,-17.36844500684111
1053,-3.6430644903846625
1054,0.852954841049129
1055,-6.260130855089763
1056,-1.1319373770331302
1057,-1.657883260505739
1058,-0.5142605364740596
1059,-1.9234457886635576
1060,-3.410044386217761
1061,-2.2190346831579313
1062,-2.335478084731402
1063,-21.764281677298175
1064,-1.6875656113761357
1065,-3.3344430853152316
1066,-3.0021186036239738
1067,-1.6740933386545815
1068,93.3089326469471
1069,-2.1027756393063
1070,2.2466049309834264
1071,-2.7694218891257383
1072,-7.52128566807998
1073,-3.2104650833658184
1074,-2.556901141718191
1075,-2.897056854009545
1076,-2.8110250621029578
1077,-2.39290676646305
1078,-3.63440603508721
1079,-2.0154960708791028
1080,-4.441517940502875
1081,0.4650354450580507
1082,-3.6761432241098064
1083,5.099625525255224
1084,-2.3718304628679947
1085,-25.3489205155556
1086,-2.6611871793230506
1087,-5.773350384774219
1088,-4.967805142391539
1089,-2.4812940305959623
1090,-4.556111124111429
1091,-1.5321773893513528
1092,-1.9688605965564112
1093,-3.1919729054852213
1094,5.671539905677779
1095,-3.9579505150342413
1096,1.8842250883238134
1097,-4.803887219865884
1098,-3.5033360155216324
1099,-12.758534127966746
1100,-0.15310635738815703
1101,-2.7530753496330758
1102,-2.1564609212942263
1103,-2.1609546867747538
1104,-0.9070946318802742
1105,-2.9488459289224456
1106,-9.194445641212926
1107,-3.0896508520334516
1108,-2.6815378139274597
1109,-2.3446986969511756
1110,-4.045224496743162
1111,-2.856265385989386
1112,-0.7176894072882476
1113,-2.3954775750422495
1114,0.8751921913719598
1115,-2.707629191968991
1116,-0.6972419777948389
1117,-3.5870498669891315
1118,-6.426249151366065
1119,-0.40509167054360207
1120,-0.3388938712550176
1121,-0.9999220987527093
1122,-3.0378236675821517
1123,-1.5544259027840055
1124,-3.7865182042671224
1125,-7.143486544054998
1126,-2.8664377745540084
1127,-3.1491327043998205
1128,-2.994356394333477
1129,3.9682677749618755
1130,-1.4844083950347937
1131,-7.725228540918222
1132,-5.288228297334346
1133,-2.5261442431064336
1134,-3.2429950477136638
1135,-3.3067116908056713
1136,-74.90531241907917
1137,-4.827530566947074
1138,-40.0852549135889
1139,-2.2526299308772604
1140,-1.6938528716830836
1141,-4.03324988773013
1142,-2.460412715878447
1143,-1.8657883270612112
1144,0.9151418886824776
1145,1.567206764618621
1146,-3.269507437708772
1147,-3.9514278696391103
1148,-3.780516788559159
1149,-1.4799847031336122
1150,-35.11258096646379
1151,-3.7830500151966806
1152,-2.8811040497076084
1153,-2.8283102533249496
1154,-7.978813492150701
1155,-1.403441322292786
1156,-2.8809528824958024
1157,-3.903470912637892
1158,-2.8349391379533895
1159,-0.7929244964286619
1160,-3.849365766788489
1161,-8.80332244937213
1162,1.0949356286339484
1163,-1.9270375082788584
1164,-2.1090747744794855
1165,-3.058241068465952
1166,-1.7280417453128103
1167,-1.4259617594063223
1168,-1.8487707087463272
1169,-2.3486475365044286
1170,-1.5814124435599166
1171,-2.756126459915571
1172,-2.2078550107974975
1173,-8.34546747908984
1174,8.051651382694693
1175,-0.5599326786191439
1176,-3.0512472538670106
1177,-1.87158439056477
1178,-10.823438559412917
1179,-6.571570384979928
1180,-6.024433513673789
1181,-3.03845407394952
1182,-3.4816108565552
1183,-2.745334050989318
1184,-6.886800092718909
1185,-15.342274766409682
1186,1.7548152761801679
1187,0.7401093851036138
1188,-3.0374633877079935
1189,3.866153464127662
1190,-1.576088433253691
1191,-3.283633095164397
1192,-1.8802607916283687
1193,-8.573452162186307
1194,-2.3595357404194517
1195,-3.3563632539937536
1196,-2.3951174610424606
1197,16.286097059195423
1198,-2.701042259419252
1199,9.404428834170847
1200,-1.6740974005287275
1201,-2.9206059594920912
1202,-2.8018529250314823
1203,-7.453051250904894
1204,-3.40004285088716
1205,-4.154839388899732
1206,-1.2100378726676562
1207,-3.7043383346481553
